phage,host,species
NC_012419,NZ_MRCG01000001.1,Oscillatoriales;
NC_007045,NZ_CP047242.1,Nostocaceae;
KJ433975,NZ_CP021140.1,Eggerthellales;
NC_007046,NZ_JYBE02000001.1,Streptomycetaceae;
NC_016655,NC_011071.1,Xanthomonadales;
MK279888,NZ_PKKP01000001.1,Actinomycetaceae;
MK279889,NZ_CP021140.1,Eggerthellales;
KJ538722,NZ_AP014524.1,Vibrionales;
KJ538723,NZ_BEWM01000001.1,Rhodospirillales;
MK279882,NC_007530.2,Bacillales;
MK279883,NZ_CP046058.1,Chroococcales;
MK279880,NZ_PETF01000001,Entomoplasmatales;
MK279881,NZ_SGOE01000001.1,Rhizobiales;
MK279886,NZ_CP019870.1,Clostridiales;
MK279887,NC_010163.1,Acholeplasmatales;
MK279884,NZ_CP046058.1,Chroococcales;
MK279885,NC_002771.1,Mycoplasmataceae;
KM925136,NZ_CP007810.1,Xanthomonadales;
NC_009235,NZ_CP023464.1,Alteromonadales;
NC_009237,HG530068,Pseudomonadales;
NC_009236,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_009231,NVUC01000001,Rhodobacterales;
KX369583,CP034433,Neisseriales;
KM591905,NZ_LT629758,Micromonosporaceae;
KM591906,NZ_JNIU01000001,Pelagibacterales;
JN572061,NZ_CP016990.1,Aeromonadales;
KJ567045,NC_017287.1,Chlamydiaceae;
KJ567044,NC_012490.1,Nocardiaceae;
KJ567041,NZ_PKKP01000001.1,Actinomycetaceae;
NC_028798,NC_021883.1,Pasteurellales;
NC_028796,NZ_LN831027.1,Fusobacteriaceae;
NC_028795,NC_011071.1,Xanthomonadales;
NC_028791,NC_008095.1,Myxococcales;
JF937110,NC_002771.1,Mycoplasmataceae;
NC_019514,NZ_MRCG01000001.1,Oscillatoriales;
KT355473,NC_017287.1,Chlamydiaceae;
NC_019511,NZ_RQHA01000004.1,Leptospiraceae;
NC_019510,CP019892,Microbacteriaceae;
NC_019513,NZ_AP014524.1,Vibrionales;
KX579975,CP004005,Rhizobiales;
KX576638,NZ_CP050956.1,Bacteroidales;
NC_028744,NZ_CP046058.1,Chroococcales;
KT454972,SDYW01000001,Bacteria
KX576641,NZ_CP046058.1,Chroococcales;
KX576640,NC_010163.1,Acholeplasmatales;
KX576643,NZ_RQHA01000004.1,Leptospiraceae;
KX576642,NZ_JH719383.1,Rhizobiales;
KX576645,NZ_CP021140.1,Eggerthellales;
KX576644,NZ_CP015121.1,Pseudomonadales;
KX576647,CP003184,Thermoanaerobacterales;
KX576646,NC_021883.1,Pasteurellales;
NC_028865,NZ_CP023558.1,Alteromonadales;
NC_001270,NZ_CP035765.1,Sphingomonadales;
NC_028747,NC_012490.1,Nocardiaceae;
NC_028861,NC_021505.1,Pseudomonadales;
NC_028860,NC_008095.1,Myxococcales;
NC_028862,NZ_CP013187.1,Alteromonadales;
NC_028869,CP019892,Microbacteriaceae;
KT020852,NZ_CP035765.1,Sphingomonadales;
NC_019421,NZ_UFTQ01000001,Brevibacteriaceae;
NC_019422,NC_005363.1,Bdellovibrionales;
NC_009904,NZ_UFTQ01000001,Brevibacteriaceae;
KY012363,NZ_RQHA01000004.1,Leptospiraceae;
NC_014661,NZ_CP032788.1,Corynebacteriaceae;
NC_021325,NC_006461.1,Thermales;
NC_021324,NC_006085.1,Propionibacteriaceae;
NC_021326,NC_017379.1,Campylobacterales;
NC_021323,QLNP01000098,Micrococcaceae;
NC_014663,NZ_CP009125.1,Enterobacterales;
KT246485,NZ_CP046058.1,Chroococcales;
NC_028870,NZ_CP010899.1,Entomoplasmatales;
KT246486,NC_006461.1,Thermales;
NC_028871,CP003184,Thermoanaerobacterales;
KY969628,NZ_CP010450.1,Lactobacillales;
NC_028932,NZ_JMSZ01000016,Oceanospirillales;
KX620786,CP023315,Caulobacterales;
MH271297,NC_008095.1,Myxococcales;
MH271291,NC_006461.1,Thermales;
MH271292,CP001751,SAR116
NC_021783,NZ_LN831027.1,Fusobacteriaceae;
MH271299,NZ_AP018203.1,Leptolyngbyaceae;
MK061409,NZ_CP015121.1,Pseudomonadales;
MK061408,NZ_JYBE02000001.1,Streptomycetaceae;
MK061407,NC_007677.1,Order
NC_013645,NZ_HF571038.1,Intrasporangiaceae;
KT365397,CP004353,Corynebacteriaceae;
MH450125,NZ_LR131273.1,Tsukamurellaceae;
MH450124,NZ_LR215047.1,Mycoplasmataceae;
MH450127,NC_003228.3,Bacteroidales;
MH450126,NC_007677.1,Order
MH450121,NZ_AP018203.1,Leptolyngbyaceae;
NC_022972,NZ_CP009016.1,Xanthomonadales;
MH450123,NZ_CP046058.1,Chroococcales;
MH450122,CP019892,Microbacteriaceae;
NC_003387,NC_003228.3,Bacteroidales;
NC_003387,CP001751,SAR116
MH450128,LR134359,Campylobacterales;
NC_021868,NZ_JYBE02000001.1,Streptomycetaceae;
NC_013152,CP034433,Neisseriales;
NC_007059,NC_008261.1,Clostridiales;
NC_002703,NC_010163.1,Acholeplasmatales;
MH479920,NC_005042.1,Prochloraceae;
MH479921,NC_011071.1,Xanthomonadales;
MH479922,NC_006085.1,Propionibacteriaceae;
MH479926,NC_005042.1,Prochloraceae;
KU716095,NZ_JNIU01000001,Pelagibacterales;
KU716094,NC_006085.1,Propionibacteriaceae;
NC_024371,NC_004556.1,Xanthomonadales;
NC_024370,NZ_LR215047.1,Mycoplasmataceae;
KX808131,NZ_CP047242.1,Nostocaceae;
KX808132,NZ_JYBE02000001.1,Streptomycetaceae;
NC_024378,NC_004310.3,Rhizobiales;
NC_019512,HG530068,Pseudomonadales;
NC_020478,NC_008095.1,Myxococcales;
NC_020479,LC361338,Micrococcaceae;
MF038790,NC_005363.1,Bdellovibrionales;
MF038791,CP023315,Caulobacterales;
NC_020477,NZ_SPGG01000010.1,Bacteroidales;
NC_002670,NC_006461.1,Thermales;
NC_002671,NZ_CP035765.1,Sphingomonadales;
MF072690,CP003184,Thermoanaerobacterales;
NC_029019,NZ_CP018296.1,Chlamydiaceae;
NC_029018,NZ_LT629758,Micromonosporaceae;
NC_029016,NZ_LN831039.1,Mycobacteriaceae;
NC_029014,NZ_HF571038.1,Intrasporangiaceae;
NC_029013,NZ_QKZO01000001.1,Rhodobacterales;
NC_029012,NZ_CP021140.1,Eggerthellales;
NC_029010,NZ_CP035765.1,Sphingomonadales;
NC_024209,NZ_CP025774.1,Burkholderiales;
MH230876,NZ_CP016990.1,Aeromonadales;
MH230875,NZ_CP019870.1,Clostridiales;
MH230874,NC_008095.1,Myxococcales;
NC_030932,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_030933,NZ_RPMX01000001.1,Rhizobiales;
JQ684677,NZ_FNSA01000003,Tsukamurellaceae;
MH230879,NC_005042.1,Prochloraceae;
JX649097,NZ_CM002803,Oscillatoriales;
MK310138,NC_006461.1,Thermales;
MK310139,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_027119,NZ_BEWM01000001.1,Rhodospirillales;
KT279576,NZ_RPMX01000001.1,Rhizobiales;
MF541410,NZ_CP046058.1,Chroococcales;
NC_031281,NC_002771.1,Mycoplasmataceae;
MH834606,NC_012490.1,Nocardiaceae;
KX685355,NZ_CP028926.1,Pasteurellales;
KU297783,NZ_CM002803,Oscillatoriales;
NC_028659,NZ_LR131273.1,Tsukamurellaceae;
NC_028654,NC_010163.1,Acholeplasmatales;
KX712238,NZ_LN831027.1,Fusobacteriaceae;
MK279898,NC_006461.1,Thermales;
MK279895,NZ_CP009610.1,Pasteurellales;
MK279894,QLNP01000098,Micrococcaceae;
KX712236,NZ_RQHA01000004.1,Leptospiraceae;
MK279896,NZ_CP027793.1,Nocardiaceae;
MK279891,NZ_SGOE01000001.1,Rhizobiales;
MK279890,NZ_CP007203.1,Aphanizomenonaceae;
MK279892,NZ_HF571038.1,Intrasporangiaceae;
MF472896,NZ_FODB01000122.1,Oceanospirillales;
NC_016764,CP020809,Mycobacteriaceae;
NC_007051,SDYW01000001,Bacteria
NC_007050,NZ_CP007203.1,Aphanizomenonaceae;
KM677211,NC_005363.1,Bdellovibrionales;
NC_019933,NZ_CP019870.1,Clostridiales;
NC_019932,NZ_CP010899.1,Entomoplasmatales;
NC_028782,NZ_ABJL02000008.1,Bacteroidales;
NC_028783,NZ_HF571038.1,Intrasporangiaceae;
NC_028784,NC_010163.1,Acholeplasmatales;
NC_019931,NC_006085.1,Propionibacteriaceae;
NC_028786,NC_011071.1,Xanthomonadales;
KX522943,NZ_CP022580.1,Gordoniaceae;
KU255188,NZ_LR215047.1,Mycoplasmataceae;
NC_019930,NC_008261.1,Clostridiales;
NC_013598,CP034433,Neisseriales;
KR997934,NC_011852.1,Pasteurellales;
NC_019504,NC_003317.1,Rhizobiales;
KR997931,NC_011852.1,Pasteurellales;
KR997932,CP023315,Caulobacterales;
KR997933,LC361338,Micrococcaceae;
NC_030935,NZ_MRCG01000001.1,Oscillatoriales;
NC_009820,NZ_CM001889,Streptomycetaceae;
NC_019508,CP034433,Neisseriales;
NC_008193,NZ_CP046058.1,Chroococcales;
NC_008197,AP014565,Enterobacterales;
NC_008197,NC_008095.1,Myxococcales;
NC_008196,NZ_CP016990.1,Aeromonadales;
NC_008196,CP003184,Thermoanaerobacterales;
NC_008195,NC_004556.1,Xanthomonadales;
NC_008195,NC_003228.3,Bacteroidales;
NC_008194,NZ_CP019870.1,Clostridiales;
NC_008194,CP003184,Thermoanaerobacterales;
NC_008199,CP001713,Chlamydiaceae;
NC_008199,CP003184,Thermoanaerobacterales;
NC_008198,NC_006085.1,Propionibacteriaceae;
NC_008198,NZ_CP009610.1,Pasteurellales;
MH020243,NC_014159.1,Tsukamurellaceae;
MH020242,NZ_SPGG01000010.1,Bacteroidales;
MH020240,NZ_MRCG01000001.1,Oscillatoriales;
MH020247,NZ_LN831027.1,Fusobacteriaceae;
MH020246,NZ_AP014524.1,Vibrionales;
MH020245,HG530068,Pseudomonadales;
MH020244,NZ_CP021140.1,Eggerthellales;
MH020249,CP004353,Corynebacteriaceae;
MH020248,NZ_LT629758,Micromonosporaceae;
NC_028878,NC_009952.1,Rhodobacterales;
NC_009737,NZ_CP007203.1,Aphanizomenonaceae;
MG839026,NZ_CP010341.1,Propionibacteriaceae;
MG839027,NC_013501.1,Order
MF140413,NZ_CP016990.1,Aeromonadales;
MG839025,NC_017379.1,Campylobacterales;
JN698991,NVTK01000009,Alteromonadales;
JN698990,NC_005042.1,Prochloraceae;
MF140415,NZ_CP019870.1,Clostridiales;
MF140414,NZ_JNIU01000001,Pelagibacterales;
NC_019418,NZ_AP018203.1,Leptolyngbyaceae;
MG839020,NZ_CP047242.1,Nostocaceae;
NC_021339,NZ_CP007203.1,Aphanizomenonaceae;
NC_021336,NZ_CP035765.1,Sphingomonadales;
NC_021334,NC_021883.1,Pasteurellales;
NC_002747,NZ_LN831039.1,Mycobacteriaceae;
KU578077,NZ_JNIU01000001,Pelagibacterales;
NC_028876,CP019892,Microbacteriaceae;
MF140418,NZ_CP009976.1,Flavobacteriales;
NC_028877,LC361338,Micrococcaceae;
NC_006949,NZ_CP007203.1,Aphanizomenonaceae;
MK359345,NC_015601.1,Erysipelotrichales;
MK359346,NZ_KZ846072.1,Lactobacillales;
NC_020862,NC_006461.1,Thermales;
NC_010763,NZ_CP016990.1,Aeromonadales;
MH590604,NZ_LN831039.1,Mycobacteriaceae;
NC_023722,NZ_CP011007.1,Bacillales;
MK359340,NZ_CP007203.1,Aphanizomenonaceae;
NC_028874,NZ_KZ846072.1,Lactobacillales;
MF472895,NC_006461.1,Thermales;
MH590602,CP004353,Corynebacteriaceae;
MH834628,NZ_HF571038.1,Intrasporangiaceae;
MH834629,NC_021883.1,Pasteurellales;
NC_007058,NZ_CP058243.1,Xanthomonadales;
NC_003309,NZ_DF968533,Streptomycetaceae;
KX611788,SDYW01000001,Bacteria
MH834620,CP001751,SAR116
MH834621,NC_005363.1,Bdellovibrionales;
MH834622,NZ_LT629770,Microbacteriaceae;
MK359343,NZ_BEWM01000001.1,Rhodospirillales;
MH834624,NC_010163.1,Acholeplasmatales;
MH834625,CP034433,Neisseriales;
MH834626,NZ_JYBE02000001.1,Streptomycetaceae;
MF472892,NC_015601.1,Erysipelotrichales;
KT895280,NZ_LN831027.1,Fusobacteriaceae;
KX550443,NC_014159.1,Tsukamurellaceae;
KX550442,NC_017379.1,Campylobacterales;
KX550441,NC_014159.1,Tsukamurellaceae;
KM347890,NZ_HF571038.1,Intrasporangiaceae;
NC_002796,NC_002771.1,Mycoplasmataceae;
NC_023729,NZ_CP009976.1,Flavobacteriales;
NC_023728,NZ_CP031781.1,Vibrionales;
MF668288,NC_021883.1,Pasteurellales;
KU997639,CP001713,Chlamydiaceae;
NC_023610,NZ_HF571038.1,Intrasporangiaceae;
NC_019524,CP034433,Neisseriales;
NC_015254,NC_006085.1,Propionibacteriaceae;
MH727548,NC_012490.1,Nocardiaceae;
MF190168,NZ_LT629758,Micromonosporaceae;
MH536827,NZ_ATTH01000001,Order
MH536825,NC_015601.1,Erysipelotrichales;
MH001448,NZ_NQCD01000010.1,Enterobacterales;
MH001449,NZ_PKKP01000001.1,Actinomycetaceae;
MH536821,NZ_AP018203.1,Leptolyngbyaceae;
MH536820,NC_017731.1,Enterobacterales;
MH001446,NZ_FNSA01000003,Tsukamurellaceae;
MH001447,NC_008095.1,Myxococcales;
KX592589,NC_005363.1,Bdellovibrionales;
MH536829,NZ_CP009610.1,Pasteurellales;
MH536828,NZ_CP021140.1,Eggerthellales;
NC_021801,SDYW01000001,Bacteria
NC_011216,NZ_PKKP01000001.1,Actinomycetaceae;
NC_024148,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_024147,NZ_QKZO01000001.1,Rhodobacterales;
KX574454,NVUC01000001,Rhodobacterales;
NC_024145,NZ_CP013197.1,Entomoplasmatales;
NC_024143,NZ_RQHA01000004.1,Leptospiraceae;
NC_024141,NZ_CP013197.1,Entomoplasmatales;
NC_022988,NZ_CP008880.1,Flavobacteriales;
NC_024787,NZ_PKRZ01000001.1,Lactobacillales;
NC_024366,NC_002771.1,Mycoplasmataceae;
NC_024364,NZ_CP021140.1,Eggerthellales;
NC_024363,NZ_CP011007.1,Bacillales;
NC_024360,NZ_AP014524.1,Vibrionales;
NC_024361,NZ_BEWM01000001.1,Rhodospirillales;
NC_024368,NZ_PETF01000001,Entomoplasmatales;
KT880194,CP001751,SAR116
MH926055,NZ_OCQN01000001,Streptomycetaceae;
NC_028928,NZ_QGLK01000001.1,Bifidobacteriaceae;
MH926059,NZ_JYBE02000001.1,Streptomycetaceae;
MH926058,NZ_CP021140.1,Eggerthellales;
NC_025420,CP023315,Caulobacterales;
MH834623,NZ_CP016990.1,Aeromonadales;
NC_004456,CP012196,Campylobacterales;
KY702574,AL645882,Streptomycetaceae;
NC_015269,CP034433,Neisseriales;
MH779511,NZ_CM000747.1,Bacillales;
MH779512,NZ_ATTH01000001,Order
MH779513,NZ_CP046058.1,Chroococcales;
MH779514,NZ_CP021140.1,Eggerthellales;
MH779515,NC_015601.1,Erysipelotrichales;
MH779516,NZ_PKKP01000001.1,Actinomycetaceae;
MH779517,NZ_CP021140.1,Eggerthellales;
KT281790,NZ_CP013922.1,Bacillales;
NC_029009,LR134359,Campylobacterales;
KT281792,NC_005363.1,Bdellovibrionales;
MH834627,CP034433,Neisseriales;
KT281794,NZ_CP009976.1,Flavobacteriales;
KT281795,NC_015601.1,Erysipelotrichales;
KT281796,NZ_CP021654.1,Aeromonadales;
MH338238,NC_003228.3,Bacteroidales;
NC_022331,NZ_CP016990.1,Aeromonadales;
NC_022330,LC361338,Micrococcaceae;
NC_030907,NZ_MRCG01000001.1,Oscillatoriales;
NC_030906,NZ_RQHA01000004.1,Leptospiraceae;
MH338239,NC_007677.1,Order
NC_030902,NZ_CP015137.1,Enterobacterales;
KX664455,NZ_UFTQ01000001,Brevibacteriaceae;
MK112549,NZ_JNIU01000001,Pelagibacterales;
MK284522,CP004353,Corynebacteriaceae;
MK112548,NZ_CP021140.1,Eggerthellales;
NC_025426,NZ_LN831027.1,Fusobacteriaceae;
KF024722,NZ_CP058243.1,Xanthomonadales;
KT184694,NZ_CP021140.1,Eggerthellales;
MF541409,NC_011071.1,Xanthomonadales;
NC_025427,NZ_AP018203.1,Leptolyngbyaceae;
MF541407,NC_010554.1,Enterobacterales;
MF541403,CP003184,Thermoanaerobacterales;
NC_028666,NZ_UFTQ01000003.1,Brevibacteriaceae;
NC_028664,NZ_CP053931.1,Bacillales;
NC_028669,NZ_PKKP01000001.1,Actinomycetaceae;
NC_028668,NZ_CP013197.1,Entomoplasmatales;
MK279860,NVUT01000001,Flavobacteriales;
MK279861,NZ_CP015121.1,Pseudomonadales;
NC_013696,NZ_CP023558.1,Alteromonadales;
MK279863,NC_015601.1,Erysipelotrichales;
MK279864,NC_008095.1,Myxococcales;
MK279865,NZ_LN831027.1,Fusobacteriaceae;
JF957056,CP023315,Caulobacterales;
MK279867,NZ_CP016990.1,Aeromonadales;
MK279868,NZ_JMSZ01000016,Oceanospirillales;
JF957059,NZ_CP021140.1,Eggerthellales;
NC_013698,NZ_CP027793.1,Nocardiaceae;
NC_013055,NZ_JMSZ01000016,Oceanospirillales;
MK524526,NC_007618.1,Rhizobiales;
JN699002,NC_015601.1,Erysipelotrichales;
JN699003,NZ_AP014524.1,Vibrionales;
JN699004,NC_010163.1,Acholeplasmatales;
NC_017973,NC_012490.1,Nocardiaceae;
MK524527,NZ_CP013197.1,Entomoplasmatales;
MG198785,NZ_NUFU01000011.1,Bacillales;
JN699009,NZ_LN831027.1,Fusobacteriaceae;
NC_017978,NC_006461.1,Thermales;
KY213952,CP023315,Caulobacterales;
MG198782,NC_017287.1,Chlamydiaceae;
NC_014901,NC_005363.1,Bdellovibrionales;
NC_014900,NZ_CM002803,Oscillatoriales;
NC_022916,JTHH01000008,Bacillales;
KU985093,CP004353,Corynebacteriaceae;
KU985091,NC_005363.1,Bdellovibrionales;
KU985090,NC_003228.3,Bacteroidales;
KU985096,NC_005363.1,Bdellovibrionales;
KU985095,CP012196,Campylobacterales;
KU985094,NZ_CP007203.1,Aphanizomenonaceae;
NC_006356,CP001751,SAR116
KT818595,CP001751,SAR116
KR997929,CP001751,SAR116
NC_004589,NZ_CP021654.1,Aeromonadales;
NC_028900,NC_008095.1,Myxococcales;
KT716493,NZ_CP046058.1,Chroococcales;
NC_027329,NZ_CP045235.1,Burkholderiales;
NC_028843,NZ_JNIU01000001,Pelagibacterales;
NC_028842,SDYW01000001,Bacteria
NC_028841,NZ_HF571038.1,Intrasporangiaceae;
NC_028846,NC_015601.1,Erysipelotrichales;
NC_028844,CP034433,Neisseriales;
NC_028689,CP023315,Caulobacterales;
NC_028688,NZ_CP035765.1,Sphingomonadales;
NC_028681,NZ_CP023560,Bacillales;
NC_028680,NZ_QGLK01000001.1,Bifidobacteriaceae;
MG009575,NZ_SPGG01000010.1,Bacteroidales;
NC_028682,NC_011071.1,Xanthomonadales;
NC_028685,NC_008095.1,Myxococcales;
NC_028687,NZ_CP031055.1,Vibrionales;
KM233455,NC_012490.1,Nocardiaceae;
KM233454,CP023315,Caulobacterales;
NC_019407,NZ_CP007203.1,Aphanizomenonaceae;
NC_019405,NC_011071.1,Xanthomonadales;
NC_021303,NZ_MRCG01000001.1,Oscillatoriales;
NC_021302,NZ_MRCG01000001.1,Oscillatoriales;
NC_021301,SDYW01000001,Bacteria
MK392364,NZ_LR215047.1,Mycoplasmataceae;
NC_021307,NZ_LT629758,Micromonosporaceae;
NC_021306,CP027029,Bacillales;
NC_021305,NC_002771.1,Mycoplasmataceae;
NC_021304,NC_015601.1,Erysipelotrichales;
KX619650,NZ_PKKP01000001.1,Actinomycetaceae;
KX619651,NZ_CP035765.1,Sphingomonadales;
NC_021309,NZ_QKZO01000001.1,Rhodobacterales;
NC_021308,CP001751,SAR116
MK450434,NC_017168.1,Enterobacterales;
MK392368,NZ_CP007203.1,Aphanizomenonaceae;
JX411619,NZ_MWMD01000001.1,Enterobacterales;
NC_019539,NC_005042.1,Prochloraceae;
NC_019538,NZ_CP023558.1,Alteromonadales;
MH669008,NZ_CP021140.1,Eggerthellales;
MH669009,NZ_CP021140.1,Eggerthellales;
MH669004,NZ_AP014524.1,Vibrionales;
MH669005,NC_005363.1,Bdellovibrionales;
KU761558,AL645882,Streptomycetaceae;
MH669001,NZ_ABJL02000008.1,Bacteroidales;
MH669002,NZ_PKKP01000001.1,Actinomycetaceae;
MH669003,NC_017287.1,Chlamydiaceae;
JF704100,NZ_CP019870.1,Clostridiales;
JF704101,NVUC01000001,Rhodobacterales;
JF704102,NC_005042.1,Prochloraceae;
JF704103,JTHH01000008,Bacillales;
JF704104,NC_017379.1,Campylobacterales;
JF704105,NZ_LCZH01000038.1,Burkholderiales;
JF704106,NZ_CP021140.1,Eggerthellales;
JF704107,NC_005363.1,Bdellovibrionales;
JF704108,CP003184,Thermoanaerobacterales;
JF704109,NZ_LOQW01000006.1,Corynebacteriaceae;
MG962376,NZ_LT629758,Micromonosporaceae;
NC_010576,NZ_LT629739,Brevibacteriaceae;
NC_007967,LC361338,Micrococcaceae;
JF937105,NZ_CP023560,Bacillales;
NC_020876,CP012196,Campylobacterales;
NC_020877,NZ_RQHA01000004.1,Leptospiraceae;
MK279862,NC_012490.1,Nocardiaceae;
NC_020870,NC_008095.1,Myxococcales;
NC_020871,NZ_LN854557.1,Enterobacterales;
NC_010807,NZ_LN831039.1,Mycobacteriaceae;
KF841476,NZ_CP007203.1,Aphanizomenonaceae;
NC_010808,NC_015601.1,Erysipelotrichales;
MG757160,NC_009952.1,Rhodobacterales;
MK359347,NZ_LT629770,Microbacteriaceae;
MF668278,NC_006461.1,Thermales;
MF668279,NZ_PETF01000001,Entomoplasmatales;
KT347314,NZ_CP008880.1,Flavobacteriales;
MF668272,NC_006461.1,Thermales;
MF668270,LC361338,Micrococcaceae;
MF668276,NC_009952.1,Rhodobacterales;
MF668277,CP034433,Neisseriales;
MF668274,NZ_RQHA01000004.1,Leptospiraceae;
MF668275,NZ_MUTR01000001.1,Burkholderiales;
MG757161,NC_015601.1,Erysipelotrichales;
KU984914,NZ_AP018203.1,Leptolyngbyaceae;
NC_007052,NC_008095.1,Myxococcales;
NC_016435,NC_022112.1,Lactobacillales;
KX369584,NZ_LN831027.1,Fusobacteriaceae;
MH536823,NZ_CP009467.1,Vibrionales;
KX369586,NZ_AP014524.1,Vibrionales;
NC_028764,NZ_CP053931.1,Bacillales;
MH536822,CP003184,Thermoanaerobacterales;
GQ303264,NC_011071.1,Xanthomonadales;
GQ303265,CP001713,Chlamydiaceae;
GQ303266,NZ_CP016990.1,Aeromonadales;
GQ303261,NZ_CP020822.1,Flavobacteriales;
GQ303262,NZ_PKKP01000001.1,Actinomycetaceae;
NC_028813,NZ_CP035765.1,Sphingomonadales;
KU568494,NZ_VISK01000013.1,Rhodospirillales;
MH001459,NZ_QGLK01000001.1,Bifidobacteriaceae;
MH001458,NZ_UFTQ01000003.1,Brevibacteriaceae;
MH001457,NZ_CP016990.1,Aeromonadales;
MH001456,NZ_QTTZ01000001,Microbacteriaceae;
MH001455,NC_008095.1,Myxococcales;
MH001453,NZ_CP023560,Bacillales;
MH001452,NC_009438.1,Alteromonadales;
MH001451,CP003184,Thermoanaerobacterales;
MH001450,NZ_PKRZ01000001.1,Lactobacillales;
NC_028951,NZ_CP008880.1,Flavobacteriales;
NC_027379,NZ_CP009467.1,Vibrionales;
NC_028953,NZ_CP022580.1,Gordoniaceae;
NC_024217,NZ_JH719383.1,Rhizobiales;
NC_000871,NZ_AP018203.1,Leptolyngbyaceae;
MF766047,NZ_PKKP01000001.1,Actinomycetaceae;
NC_011222,SDYW01000001,Bacteria
MH479909,NC_014159.1,Tsukamurellaceae;
NC_028956,CP030026,Enterobacterales;
KT321476,NC_010163.1,Acholeplasmatales;
MF919499,NZ_CM000747.1,Bacillales;
MF919498,CP030026,Enterobacterales;
MF919493,NC_017287.1,Chlamydiaceae;
MF919492,CP023315,Caulobacterales;
MF919490,NZ_LR131273.1,Tsukamurellaceae;
MF919497,NC_006461.1,Thermales;
MF919496,NC_005363.1,Bdellovibrionales;
MF919495,NC_017287.1,Chlamydiaceae;
MF919494,NZ_CP016990.1,Aeromonadales;
MH926062,CP027029,Bacillales;
MH926060,NZ_LR131273.1,Tsukamurellaceae;
MH926061,NZ_CP008880.1,Flavobacteriales;
KR824843,NC_005042.1,Prochloraceae;
KF493883,NC_009438.1,Alteromonadales;
KT004677,NZ_BEWM01000001.1,Rhodospirillales;
MH779503,LC361338,Micrococcaceae;
NC_029074,CP003184,Thermoanaerobacterales;
MH779507,NZ_CP035288.1,Bacillales;
MH779505,NZ_CP016990.1,Aeromonadales;
NC_007189,NZ_CP019870.1,Clostridiales;
MH536813,NZ_CP046058.1,Chroococcales;
MH779509,NZ_CP027793.1,Nocardiaceae;
MH536816,NC_005363.1,Bdellovibrionales;
MH536817,NC_005363.1,Bdellovibrionales;
NC_030912,NZ_ATTH01000001,Order
KX664448,NC_014159.1,Tsukamurellaceae;
NC_030919,CP003184,Thermoanaerobacterales;
KX664447,NZ_RQHA01000004.1,Leptospiraceae;
JN020143,NZ_CP046058.1,Chroococcales;
JN020142,NZ_PKKP01000001.1,Actinomycetaceae;
JN020141,NC_005042.1,Prochloraceae;
JN020140,NC_021883.1,Pasteurellales;
MK112556,NZ_PKKP01000001.1,Actinomycetaceae;
NC_029093,QLNP01000098,Micrococcaceae;
MK112554,NZ_CP023560,Bacillales;
MK112555,NZ_CP009976.1,Flavobacteriales;
MK112552,CP034433,Neisseriales;
MK112553,CP019892,Microbacteriaceae;
MK112551,NC_006461.1,Thermales;
KF024733,NZ_CP016990.1,Aeromonadales;
KF024734,NZ_CP032757.1,Lactobacillales;
MK279910,NZ_FEBQ01000001.1,Lactobacillales;
MK279913,NZ_CP047242.1,Nostocaceae;
NC_024359,CP030026,Enterobacterales;
NC_024358,NZ_FNLM01000034,Gordoniaceae;
NC_016767,CP004353,Corynebacteriaceae;
NC_029100,CP034433,Neisseriales;
NC_029102,NC_006461.1,Thermales;
NC_024357,NC_008095.1,Myxococcales;
NC_029104,CP019892,Microbacteriaceae;
NC_016761,NZ_JNIU01000001,Pelagibacterales;
NC_029106,NZ_CP013197.1,Entomoplasmatales;
MH316568,NZ_QGLK01000001.1,Bifidobacteriaceae;
KX574455,NZ_CP047242.1,Nostocaceae;
MH316562,NZ_CP030105.1,Lactobacillales;
KX534004,NZ_CP021140.1,Eggerthellales;
MH316561,NZ_QGLK01000001.1,Bifidobacteriaceae;
MH316567,NZ_AMGI01000001.1,Entomoplasmatales;
MH316564,NC_006461.1,Thermales;
MH316565,NC_015601.1,Erysipelotrichales;
NC_028674,NZ_CP009764.1,Burkholderiales;
NC_028676,CP001751,SAR116
NC_028677,NZ_CP007203.1,Aphanizomenonaceae;
KR080199,NZ_JNIU01000001,Pelagibacterales;
KR080198,CP019892,Microbacteriaceae;
NC_028673,NZ_CP031055.1,Vibrionales;
KR080195,NZ_MRCG01000001.1,Oscillatoriales;
KR080194,NZ_LN831027.1,Fusobacteriaceae;
KR080197,NC_010163.1,Acholeplasmatales;
KR080196,NZ_VISK01000013.1,Rhodospirillales;
NC_028678,NZ_CP007203.1,Aphanizomenonaceae;
KR080193,NZ_CP013197.1,Entomoplasmatales;
MK279873,NZ_CP019870.1,Clostridiales;
MK279872,NC_013501.1,Order
