,phage_name,phage_genbank_id,phage_refseq_id,host_name,host_id,host_category,host_desc
942,Emianna,MH779501,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
943,Emiris,MK310139,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
944,EmiRose,MN586033,,Corynebacterium flavescens ATCC 10340,NZ_BJNB00000000.1,8,"Corynebacterium flavescens strain NBRC 14136, whole genome shotgun sequencing project"
945,Emma,MF668270,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
946,Emma1919,,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
947,EmmaElysia,MK359328,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
948,Emmina,MH669002,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
949,EMoore,MN586047,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
950,Emperor,MH271296,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
951,Empress,KY012363,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
952,EmpTee,KJ567044,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
953,EMsquaredA,MK433275,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
954,EmToTheThree,MK359327,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
955,EnalisNailo,MK820641,,Gordonia terrae CAG3,MN586040.1,23,"Gordonia phage Stormageddon, complete genome"
956,Enby,MN585987,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
957,Engineer,MT498054,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
958,EniyanLRS,KY385381,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
959,Enkosi,KT281789,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
960,Ennea,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
961,Enoki,KR347353,,Propionibacterium acnes ATCC 6919,MT947204.1,55,"Cutibacterium acnes strain HKG366 16S ribosomal RNA gene, partial sequence"
962,EpicDab,MK660712,,Gordonia neofelifaecis NRRL 59395,NC_030912.1,16,"Gordonia phage McGonagall, complete genome"
963,EpicPhail,MG925341,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
964,Eponine,MN945904,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
965,Epsocamisio,MT522007,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
966,Equemioh13,KJ959632,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
967,Eradicator,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
968,Eraser,,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
969,Erdmann,KX721256,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
970,Eremos,KM236502,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
971,EricB,JN049605,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
972,EricMillard,MH697583,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
973,Erik,MH271297,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
974,Eris,KY083063,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
975,Erk16,MH316562,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
976,Erla,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
977,ErnieJ,KT365400,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
978,Eros,MK359325,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
979,Esketit,MK967386,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
980,Esperer,MF541407,,Streptomyces xanthochromogenes NRRL B-5410,NZ_BMUZ00000000.1,100,"Streptomyces xanthochromogenes strain JCM 4612, whole genome shotgun sequencing project"
981,Espica,MK524487,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
982,Espinosa,MG839018,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
983,Essence,MK359358,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
984,Estave1,KM279937,NC_026585,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
985,EstebanJulior,MK919476,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
986,Estes,MT657341,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
987,ET08,GQ303260,NC_013650,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
988,Et2Brutus,MF140410,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
989,Etna,MH045559,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
990,Etta,MK977697,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
991,EugeneKrabs,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
992,Eugenia,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
993,Eunoia,MK279851,,Arthrobacter sp.  68b,NZ_KJ410765.1,3,"Arthrobacter sp. 68b plasmid p2MP, complete sequence"
994,Euphoria,JN153086,NC_023726,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
995,Euratis,MK450426,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
996,Eureka,JN412590,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
997,Evamon,MT310872,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
998,Evanesce,KT454972,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
999,Eviarto,MH479912,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1000,EvilGenius,KU985093,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1001,Evy,MK977711,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
1002,Ewald,MK814750,,Gordonia terrae CAG3,MN586040.1,23,"Gordonia phage Stormageddon, complete genome"
1003,Ewok,MK359314,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1004,Exiguo,MK433265,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1005,Expelliarmus,MK524492,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1006,ExplosioNervosa,MK061409,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1007,Eyes,MK061410,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1008,Eyre,KX557277,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1009,Fabian,MN284894,,Streptomyces scabiei RL-34,NR_025865.2,88,"Streptomyces scabiei strain RL-34 16S ribosomal RNA, complete sequence"
1010,Fairfaxidum,MK814757,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1011,Faith1,JF744988,NC_015584,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1012,Faith5x5,MN585966,,Gordonia terrae CAG3,MN586040.1,23,"Gordonia phage Stormageddon, complete genome"
1013,Faja,MH834612,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
1014,Fajezeel,MG872836,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1015,Fameo,MH051252,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1016,Familton,MG099943,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1017,Fancypants,MK524503,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1018,Fang,GU247133,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1019,Farber,KM233455,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1020,Fascinus,MH000606,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1021,Faust,MT684598,,Streptomyces lividans JI 1326,MH744418.1,83,"Streptomyces phage JustBecause, complete genome"
1022,Faze9,MK061411,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1023,Feastonyeet,MT776808,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
1024,Fede,MT684587,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
1025,Fefferhead,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1026,FelixAlejandro,MK433263,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1027,Fenn,MK310141,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1028,Fenry,MH020241,,Gordonia terrae NRRL B-16283,MT925577.1,25,"Gordonia terrae strain XFJ7 16S ribosomal RNA gene, partial sequence"
1029,Fernando,MN586048,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1030,FF47,JX901189,,Mycobacterium avium ATCC 19698,NZ_JACDOU000000000.1,40,"Mycobacterium avium subsp. paratuberculosis strain Map L80, whole genome shotgun sequencing project"
1031,Fibonacci,MK494130,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1032,FidgetOrca,MN586056,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
1033,Filch,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1034,Filuzino,MK016494,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1035,Finch,MG962366,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
1036,Findley,MF140411,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1037,Finemlucis,MF185728,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1038,Finnry,MN096377,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1039,Finny,MK894432,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
1040,Fionnbharth,JN831653,NC_027365,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1041,Fireball,MN284907,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1042,Firecracker,JN698993,NC_023712,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1043,Firehouse51,MT889374,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1044,Fireman,MK524510,,Microbacterium paraoxydans NWU1,MN813684.1,33,"Microbacterium phage Terij, complete genome"
1045,FireRed,MF919506,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1046,FiringLine,MT498060,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1047,First,JX899358,NC_020876,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1048,FirstPlacePfu,MK814758,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1049,Fishburne,KC691256,NC_021302,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1050,Fizzles,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
1051,Flabslab,MK359337,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1052,FlagStaff,KR080197,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1053,Flakey,MG770211,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1054,Flapper,MG757157,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1055,Flare16,MH825701,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1056,Flathead,MN369752,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1057,Flaverint,MW055904,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1058,Floof,MH271298,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
1059,Florean,KX557234,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1060,Florinda,KR997930,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1061,FlowerPower,MH155868,,Streptomyces scabiei RL-34,NR_025865.2,88,"Streptomyces scabiei strain RL-34 16S ribosomal RNA, complete sequence"
1062,Fludd,MK359363,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1063,FluffyNinja,KP027197,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1064,Fluke,MG198781,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
1065,Flux,JQ809701,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1066,Flypotenuse,MK937593,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1067,Forge,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1068,ForGetIt,MG099944,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1069,Fork,MH371108,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
1070,Forrest,,,Streptomyces viridochromogenes DSM40736,MG515223.1,99,"Streptomyces phage WRightOn, complete genome"
1071,Forsytheast,MG925342,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1072,Forthebois,MK620900,,Streptomyces scabiei RL-34,NR_025865.2,88,"Streptomyces scabiei strain RL-34 16S ribosomal RNA, complete sequence"
1073,Fortunato,KX589269,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1074,Forza,MK814760,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1075,Fosterous,MH976510,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
1076,Fowlmouth,MH834613,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1077,Foxboro,MH727547,,Gordonia terrae CAG3,MN586040.1,23,"Gordonia phage Stormageddon, complete genome"
1078,FoxtrotP1,MK359349,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1079,Francis47,MK524497,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1080,Frankie,MG812488,,Mycobacterium phlei str.,KJ605395.1,47,"Rhodococcus sp. NS1 plasmid pNSL1, partial sequence"
1081,Franklin22,,,Microbacterium testaceum NRRL B-24232,Not Found,36,Not Found
1082,Franzy,MF377442,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
1083,FrayBell,MK359317,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1084,Fred313,MF373840,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
1085,FreddieHg,MT639643,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
1086,Frederick,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
